STUDENT_ID,GENDER,GRADE_LEVEL,PARENT_EDUCATION_LEVEL,FAMILY_INCOME,AVERAGE_SCORE,PASS_FAIL_RATE,ATTENDANCE_PERCENT,ACTIVITY_FLAG,ACTIVITY_HOURS,HIGHEST_ACHIEVEMENT,DISCIPLINE_COUNT,DISCIPLINE_SEVERITY,PRIMARY_INCIDENT_TYPE,AVG_TEACHER_RATING,AVG_TEACHER_EXPERIENCE
S4077,Male,12,Bachelor,763981,53.33,1,83.35,1,6.88,State,6,3,Cheating,3.60,15.00
S4078,Female,9,Bachelor,348534,53.14,1,83.24,1,4.25,State,2,3,Cheating,4.10,18.00
S4079,Male,2,Master,912849,54.71,1,84.23,1,7.50,State,3,3,Bullying,4.10,18.00
S4080,Male,9,Master,260541,54.53,1,86.31,1,5.00,State,4,3,Misconduct,4.80,9.00
S4081,Male,8,Master,164655,45.29,1,86.64,1,2.50,School,1,2,Late Submission,3.80,20.67
S4082,Male,1,Master,243439,51.39,1,86.09,1,9.75,State,5,3,Cheating,2.90,25.00
S4083,Male,4,Master,695210,50.81,1,86.64,1,5.00,State,4,3,Bullying,3.50,17.00
S4084,Female,12,High School,513495,52.29,1,86.09,1,8.60,State,5,3,Bullying,,
S4085,Male,4,Bachelor,95883,53.92,1,83.79,1,5.50,State,5,3,Cheating,3.13,18.00
S4086,Male,6,Bachelor,234055,52.11,1,87.51,1,11.00,State,5,3,Late Submission,,
S4087,Female,4,None,460320,43.89,1,85.65,1,5.43,State,4,2,Cheating,3.40,16.00
S4088,Male,5,PhD,116741,51.94,1,87.08,1,13.00,None,1,1,Misconduct,4.10,29.00
S4089,Male,11,High School,402204,40.73,1,84.34,1,7.00,School,1,1,Other,,
S4090,Male,8,None,934392,44.94,1,85.43,1,6.50,School,,,,,
S4091,Female,9,High School,200327,48.72,1,85.10,1,4.00,None,2,3,Late Submission,4.40,3.00
S4092,Male,2,None,479836,54.28,1,85.76,1,8.40,State,6,3,Bullying,4.50,21.00
S4093,Male,12,Bachelor,438363,51.38,1,83.13,1,8.00,School,6,3,Cheating,3.20,16.00
S4094,Male,2,High School,56188,56.43,1,83.46,1,7.60,State,1,1,Late Submission,3.00,18.00
S4095,Male,10,None,903232,51.65,1,84.67,1,12.00,State,2,3,Late Submission,4.10,12.00
S4096,Male,4,None,641018,47.03,1,86.31,1,6.00,National,3,3,Late Submission,4.90,10.00
S4097,Male,11,Master,649252,54.56,1,86.75,1,9.56,State,6,3,Late Submission,2.90,11.00
S4098,Female,11,PhD,455554,52.10,1,84.78,1,5.75,State,3,3,Cheating,3.88,19.00
S4099,Male,11,Master,692366,59.10,1,86.64,1,5.00,State,3,3,Bullying,3.85,20.00
S4100,Female,11,Master,552403,47.73,1,86.53,1,6.63,State,3,2,Cheating,2.95,10.50
S4101,Female,9,Bachelor,284713,44.03,1,85.54,1,4.88,State,1,1,Cheating,2.90,22.50
S4102,Female,11,High School,457321,48.79,1,84.23,1,8.60,State,,,,4.30,27.00
S4103,Male,6,None,502708,53.03,1,84.34,1,9.33,State,3,2,Bullying,,
S4104,Male,1,Master,480305,47.50,1,86.20,1,3.00,None,2,2,Bullying,2.23,17.00
S4105,Female,3,Bachelor,268209,50.54,1,85.87,1,7.75,State,1,2,Misconduct,3.10,20.67
S4106,Female,7,Master,819077,48.48,1,85.76,1,2.00,None,2,3,Bullying,2.50,19.50
S4107,Female,7,Master,431220,51.06,1,84.78,1,8.60,School,1,1,Cheating,3.90,17.50
S4108,Female,11,Master,189580,46.69,1,84.67,1,6.00,National,2,2,Bullying,3.25,13.00
S4109,Male,4,High School,645996,43.19,1,84.67,1,8.60,State,2,3,Late Submission,4.80,28.00
S4110,Female,8,PhD,954332,45.29,1,83.68,1,10.25,State,5,3,Cheating,,
S4111,Female,11,Bachelor,273885,48.52,1,83.90,1,9.25,None,1,2,Misconduct,3.73,15.33
S4112,Male,8,None,619197,54.03,1,86.09,1,9.14,State,5,2,Misconduct,3.48,5.50
S4113,Female,10,Master,103357,52.81,1,84.45,1,6.38,State,1,3,Bullying,3.05,15.50
S4114,Male,6,PhD,983153,62.93,1,87.84,1,10.67,None,5,3,Misconduct,3.53,23.67
S4115,Female,9,Master,239074,42.97,1,85.87,1,6.20,School,2,2,Late Submission,3.30,11.00
S4116,Male,12,High School,454719,50.42,1,84.88,1,6.00,School,6,3,Bullying,4.00,24.00
S4117,Female,12,PhD,856606,48.59,1,84.34,1,8.00,State,3,3,Bullying,,
S4118,Female,10,High School,208002,55.66,1,86.31,1,12.00,State,2,2,Cheating,4.00,14.00
S4119,Female,8,High School,960195,52.44,1,84.12,1,2.33,State,2,3,Late Submission,,
S4120,Female,6,PhD,850475,52.38,1,86.42,1,7.00,District,1,3,Late Submission,2.55,12.50
S4121,Male,2,None,72508,51.18,1,84.56,1,9.38,State,4,2,Bullying,4.30,17.50
S4122,Male,6,None,378512,38.70,0,84.56,1,5.00,State,5,3,Bullying,2.60,25.00
S4123,Male,12,High School,273359,61.29,1,84.45,1,6.17,State,7,3,Other,3.40,11.00
S4124,Male,6,PhD,380825,55.25,1,86.42,1,12.00,State,4,2,Other,,
S4125,Female,6,High School,353815,62.73,1,85.54,1,9.50,School,5,3,Late Submission,4.80,28.00
S4126,Male,9,High School,994575,49.06,1,85.21,1,6.00,School,3,3,Bullying,4.65,17.50
S4127,Male,7,None,608162,49.00,1,85.65,1,6.29,State,3,3,Late Submission,3.50,10.00
S4128,Male,9,PhD,709221,49.71,1,86.09,1,7.80,School,3,3,Cheating,3.50,13.00
S4129,Female,12,High School,168867,47.62,1,85.87,1,6.67,School,5,3,Bullying,4.10,25.00
S4130,Female,2,None,192185,49.94,1,84.99,1,3.00,School,2,3,Misconduct,3.00,8.00
S4131,Female,7,Master,228738,50.09,1,85.76,1,6.50,National,2,3,Other,3.40,24.00
S4132,Female,8,PhD,649691,52.06,1,83.13,1,9.11,State,1,3,Cheating,3.67,23.67
S4133,Female,1,Master,754393,52.27,1,85.76,1,5.17,State,,,,,
S4134,Female,2,Bachelor,122236,47.11,1,86.42,1,5.50,State,1,2,Late Submission,,
S4135,Male,10,Bachelor,760277,46.61,1,84.88,1,7.75,School,3,3,Bullying,2.10,16.00
S4136,Male,2,High School,715030,59.32,1,85.76,1,5.00,State,4,3,Late Submission,2.10,16.00
S4137,Female,12,None,421942,42.85,1,84.78,1,8.75,School,4,3,Other,3.35,13.50
S4138,Male,10,PhD,488030,48.26,1,86.75,1,12.00,National,4,3,Bullying,4.80,33.00
S4139,Female,5,High School,588362,41.03,1,86.31,1,8.25,State,3,3,Misconduct,4.10,20.00
S4140,Male,8,Bachelor,999817,47.45,1,84.56,1,6.50,State,2,3,Late Submission,,
S4141,Male,11,High School,784543,48.26,1,84.45,1,9.80,State,4,3,Cheating,3.50,16.00
S4142,Female,8,Master,403913,46.65,1,85.21,1,12.75,School,1,1,Bullying,4.30,8.50
S4143,Female,12,Master,741442,46.41,1,85.98,1,8.00,State,2,3,Other,3.80,9.00
S4144,Female,9,None,186996,52.35,1,86.20,1,10.63,School,4,3,Other,4.15,21.50
S4145,Male,5,Master,259340,57.71,1,84.45,1,9.45,State,1,2,Other,3.93,8.33
S4146,Female,7,None,779062,53.05,1,84.88,1,6.75,State,2,1,Cheating,4.10,8.00
S4147,Female,6,Bachelor,892159,47.16,1,83.35,1,6.50,School,2,2,Cheating,,
S4148,Female,12,Bachelor,188768,54.64,1,82.26,1,9.00,State,5,3,Cheating,3.53,13.67
S4149,Female,9,High School,562575,53.74,1,84.88,1,7.20,School,4,3,Misconduct,3.00,8.00
S4150,Female,2,Master,754441,60.34,1,84.67,,,,4,2,Bullying,3.30,15.00
S4151,Female,9,None,74125,43.94,1,84.88,1,6.14,State,2,2,Cheating,2.70,34.00
S4152,Male,4,None,235710,42.28,1,84.56,1,8.20,State,5,2,Misconduct,,
S4153,Male,3,PhD,890388,47.90,1,85.21,1,7.00,School,4,3,Bullying,4.30,27.00
S4154,Male,2,None,808232,46.36,1,83.35,1,8.57,State,1,3,Misconduct,,
S4155,Female,10,None,213833,48.18,1,86.64,1,9.00,District,4,3,Other,3.38,9.25
S4156,Female,11,None,692321,51.95,1,86.97,1,5.33,None,3,3,Late Submission,3.30,30.00
S4157,Male,12,High School,259213,57.97,1,85.98,1,8.00,National,8,3,Bullying,3.00,15.00
S4158,Male,2,None,54027,55.94,1,84.99,1,6.00,None,1,2,Misconduct,3.40,22.00
S4159,Male,4,None,801807,51.77,1,85.32,1,9.00,None,4,3,Misconduct,2.90,5.50
S4160,Female,6,PhD,251996,49.67,1,87.29,1,8.67,State,2,2,Late Submission,3.85,17.50
S4161,Male,12,Master,684868,39.40,0,84.99,1,6.00,None,,,,3.70,28.00
S4162,Female,5,PhD,957026,52.94,1,86.09,1,10.25,State,5,3,Late Submission,2.70,18.50
S4163,Female,3,PhD,56620,50.29,1,85.65,1,10.25,State,2,2,Other,3.23,20.33
S4164,Male,4,Bachelor,200882,53.28,1,84.88,1,9.00,State,6,3,Bullying,,
S4165,Male,12,None,247340,42.50,1,84.23,1,5.00,School,6,3,Bullying,,
S4166,Female,4,High School,463839,50.11,1,85.54,1,6.50,State,4,3,Other,,
S4167,Female,9,Bachelor,278860,46.22,1,85.10,1,2.67,State,8,3,Bullying,3.23,25.33
S4168,Female,6,High School,606322,52.35,1,85.98,1,10.75,School,4,3,Bullying,,
S4169,Female,5,High School,117793,52.23,1,86.75,1,7.00,State,2,3,Bullying,,
S4170,Male,8,Bachelor,996542,46.11,1,87.19,1,7.80,School,9,3,Late Submission,,
S4171,Female,2,Master,62581,50.20,1,84.12,1,10.40,State,2,3,Bullying,2.50,31.00
S4172,Female,10,Bachelor,781985,45.59,1,83.46,1,7.75,School,3,3,Cheating,4.20,14.00
S4173,Female,12,Bachelor,522684,44.26,1,84.56,1,9.57,State,1,2,Misconduct,3.08,18.00
S4174,Female,6,Master,364831,50.91,1,85.54,1,8.17,School,1,3,Late Submission,4.00,16.00
S4175,Female,9,High School,289192,52.16,1,83.24,1,4.75,School,,,,,
S4176,Male,12,Bachelor,479635,56.17,1,86.42,1,7.22,State,3,3,Late Submission,3.90,27.00
S4177,Female,6,Master,536144,52.30,1,85.32,1,5.00,State,2,3,Cheating,,
S4178,Female,3,High School,823701,55.59,1,84.56,1,7.40,State,,,,3.30,10.00
S4179,Female,1,High School,876556,49.89,1,83.35,1,14.00,State,6,3,Cheating,2.80,12.00
S4180,Female,11,High School,468820,50.83,1,84.56,1,7.00,School,3,3,Bullying,2.25,5.00
S4181,Male,7,High School,208375,51.30,1,85.76,1,7.20,School,6,3,Bullying,4.45,12.00
S4182,Male,2,None,460299,55.82,1,84.34,1,10.00,State,3,3,Bullying,4.10,18.00
S4183,Male,5,Bachelor,257362,46.58,1,85.54,1,10.00,State,2,1,Other,3.45,15.50
S4184,Female,7,High School,368266,47.86,1,83.68,1,8.00,State,3,3,Misconduct,4.40,4.00
S4185,Male,4,Master,686302,47.00,1,85.43,1,1.50,National,2,3,Cheating,,
S4186,Female,7,High School,561015,51.49,1,83.90,1,3.00,School,4,3,Bullying,4.85,14.50
S4187,Female,2,None,388986,60.74,1,84.45,1,3.75,State,3,3,Bullying,2.60,26.00
S4188,Female,3,High School,593962,49.85,1,87.08,1,10.25,State,3,2,Bullying,4.50,18.00
S4189,Male,7,Master,63597,41.58,1,85.76,1,5.60,None,3,3,Bullying,3.33,17.71
S4190,Male,6,Bachelor,767286,53.30,1,84.88,1,7.67,State,4,3,Late Submission,3.95,17.50
S4191,Male,10,High School,605364,47.17,1,84.12,1,5.60,School,1,1,Misconduct,,
S4192,Female,12,Bachelor,896331,49.39,1,82.69,1,6.67,State,2,1,Cheating,4.60,5.00
S4193,Female,10,Master,116191,50.86,1,85.21,1,4.67,State,1,3,Cheating,3.60,15.00
S4194,Female,6,Master,308064,43.28,1,86.42,1,7.00,School,3,3,Other,,
S4195,Female,12,High School,964225,49.12,1,84.01,1,7.33,None,3,2,Other,4.20,10.00
S4196,Female,5,PhD,407309,54.22,1,85.65,1,7.00,School,2,3,Cheating,2.93,13.33
S4197,Male,3,Bachelor,869561,45.86,1,85.32,1,7.80,State,2,3,Cheating,3.53,15.00
S4198,Male,4,Master,640660,40.03,1,85.87,1,2.25,State,5,3,Bullying,4.85,25.50
S4199,Male,6,PhD,973510,48.53,1,86.75,1,10.00,School,5,2,Late Submission,3.83,23.67
S4200,Female,3,PhD,387279,43.90,1,87.08,1,9.44,State,7,3,Bullying,3.30,9.00
S4201,Female,8,PhD,994169,52.97,1,85.76,1,6.33,State,4,3,Bullying,,
S4202,Male,8,Master,865197,50.75,1,86.86,1,3.00,State,5,3,Misconduct,2.85,12.83
S4203,Female,12,High School,431453,54.45,1,84.01,1,4.00,None,1,3,Late Submission,,
S4204,Female,4,High School,713821,54.34,1,84.23,1,9.00,State,5,3,Bullying,2.00,21.00
S4205,Female,6,PhD,555993,50.22,1,86.53,1,7.29,State,2,3,Cheating,2.50,33.00
S4206,Female,6,Master,379429,50.88,1,86.42,1,7.25,State,3,3,Other,3.70,12.50
S4207,Male,10,PhD,176209,48.76,1,85.65,1,7.14,State,3,3,Cheating,3.23,10.33
S4208,Male,12,High School,598931,50.46,1,86.42,1,9.00,State,3,3,Late Submission,3.27,20.33
S4209,Male,7,Master,784680,44.16,1,84.12,1,10.29,State,4,3,Bullying,3.90,20.00
S4210,Female,5,High School,201057,45.84,1,85.10,1,7.00,School,3,3,Misconduct,4.90,30.00
S4211,Male,1,Master,132533,58.00,1,84.88,1,6.29,State,1,2,Other,3.47,20.33
S4212,Female,3,Master,706293,58.50,1,84.56,1,8.91,State,1,2,Bullying,3.75,21.00
S4213,Male,10,Master,845304,49.81,1,83.57,1,6.57,None,3,2,Cheating,2.97,23.33
S4214,Male,5,Master,339353,56.49,1,84.99,1,9.86,State,3,3,Cheating,2.80,34.00
S4215,Female,5,High School,664969,51.27,1,84.56,1,7.00,School,3,3,Other,3.80,31.00
S4216,Female,1,None,104970,61.92,1,83.46,1,5.67,State,4,3,Bullying,2.10,17.00
S4217,Female,6,High School,380583,53.55,1,87.19,1,7.11,State,3,3,Other,4.15,31.50
S4218,Male,11,Master,727724,52.36,1,85.98,1,7.67,State,2,1,Bullying,4.55,15.00
S4219,Female,3,Bachelor,692863,44.24,1,83.68,1,10.00,State,2,2,Cheating,2.85,19.50
S4220,Female,6,PhD,843238,55.50,1,85.65,1,8.50,School,5,3,Other,3.20,24.00
S4221,Male,12,High School,570803,48.78,1,84.45,1,9.17,State,3,3,Cheating,3.00,15.00
S4222,Male,3,High School,157220,45.46,1,86.86,1,6.00,State,2,3,Bullying,3.60,11.67
S4223,Male,2,Bachelor,424426,53.00,1,85.76,1,7.86,School,2,1,Bullying,,
S4224,Male,7,Bachelor,837324,49.78,1,84.88,1,8.40,School,2,3,Bullying,3.85,22.00
S4225,Female,7,PhD,115169,51.71,1,83.57,1,3.14,State,,,,3.35,35.00
S4226,Female,12,High School,624721,43.03,1,85.76,1,10.43,School,2,3,Late Submission,3.40,18.50
S4227,Male,8,High School,170847,54.49,1,85.10,1,5.83,State,5,3,Late Submission,3.10,19.50
S4228,Male,4,None,726078,53.32,1,83.90,1,9.00,State,3,3,Bullying,,
S4229,Male,11,High School,551946,53.36,1,83.68,1,8.80,School,3,3,Other,3.67,21.00
S4230,Male,4,High School,210044,48.14,1,84.67,1,4.60,School,7,3,Late Submission,3.75,18.50
S4231,Female,6,Master,842684,40.00,1,84.67,1,6.80,None,2,1,Other,3.80,17.33
S4232,Male,9,Bachelor,566137,48.43,1,86.09,1,6.83,State,5,3,Cheating,3.30,11.00
S4233,Female,9,None,92079,60.18,1,87.08,1,6.25,State,2,3,Cheating,4.13,19.33
S4234,Male,4,High School,661046,38.62,0,85.98,1,5.50,School,2,2,Bullying,4.90,7.00
S4235,Male,6,None,659834,49.28,1,83.57,1,7.00,State,4,2,Bullying,3.30,21.00
S4236,Male,7,High School,209651,49.79,1,85.65,1,9.00,State,1,2,Cheating,3.85,15.00
S4237,Female,5,PhD,442482,45.62,1,83.68,1,7.75,School,2,2,Misconduct,,
S4238,Male,4,PhD,318727,33.68,0,85.54,1,8.29,State,1,2,Other,3.45,23.75
S4239,Male,6,Bachelor,461704,38.66,0,85.32,1,7.57,State,4,3,Cheating,,
S4240,Female,8,None,517186,51.39,1,84.88,1,11.00,None,3,3,Late Submission,3.65,6.00
S4241,Male,3,None,93683,51.94,1,85.65,1,5.29,State,2,2,Other,4.40,25.00
S4242,Male,12,High School,259864,38.34,0,83.57,1,4.67,National,3,2,Bullying,4.70,3.00
S4243,Male,10,Bachelor,428471,44.57,1,84.78,1,5.80,School,1,1,Bullying,,
S4244,Male,11,High School,644381,48.91,1,85.87,1,10.00,State,4,3,Late Submission,3.40,15.33
S4245,Male,9,None,374955,47.90,1,84.99,1,9.25,State,3,3,Late Submission,3.20,2.00
S4246,Male,3,Bachelor,266376,50.13,1,85.21,1,9.17,State,1,3,Other,,
S4247,Female,12,Bachelor,530126,53.42,1,85.98,1,10.25,State,3,3,Cheating,2.95,23.50
S4248,Male,8,Master,638072,43.72,1,85.32,1,9.00,State,6,3,Late Submission,3.90,12.33
S4249,Male,2,PhD,162471,51.54,1,87.73,1,7.60,State,4,2,Bullying,3.35,26.00
S4250,Male,10,None,948803,49.65,1,84.34,1,5.33,State,5,3,Bullying,,
S4251,Female,1,Bachelor,516679,45.56,1,83.68,1,3.40,School,4,3,Other,,
S4252,Male,2,None,435928,54.56,1,83.90,1,4.50,State,5,3,Misconduct,3.40,15.00
S4253,Male,7,Bachelor,129796,45.42,1,82.15,1,8.38,State,3,3,Other,,
S4254,Female,11,None,361919,46.19,1,83.79,1,7.00,State,4,3,Late Submission,2.60,11.00
S4255,Male,5,High School,325487,48.21,1,84.56,1,8.89,State,3,3,Cheating,3.70,14.00
S4256,Male,2,None,973051,53.63,1,82.58,1,8.75,School,1,2,Bullying,2.90,26.00
S4257,Male,1,None,140277,50.45,1,85.21,1,6.00,School,2,2,Bullying,3.35,21.00
S4258,Female,10,PhD,336402,51.05,1,86.20,1,5.00,State,,,,4.90,10.00
S4259,Male,12,PhD,553028,43.82,1,86.42,1,5.33,State,3,2,Bullying,2.30,17.50
S4260,Male,4,None,466849,49.23,1,85.32,1,6.67,None,3,3,Late Submission,4.20,10.00
S4261,Male,1,Master,503496,50.40,1,84.99,1,9.25,State,2,3,Misconduct,4.50,24.50
S4262,Female,3,None,654777,46.86,1,84.34,1,3.11,State,3,2,Late Submission,3.95,30.00
S4263,Male,5,Bachelor,803790,50.00,1,85.54,1,8.00,State,4,3,Cheating,4.30,27.00
S4264,Male,5,None,753848,55.18,1,83.46,1,9.00,None,7,3,Late Submission,4.10,29.00
S4265,Male,4,Master,899717,48.46,1,85.98,1,5.60,State,,,,,
S4266,Male,10,Master,636095,54.34,1,83.90,1,7.50,School,3,3,Bullying,,
S4267,Male,12,None,350434,49.05,1,84.78,1,8.14,State,2,2,Bullying,3.10,21.50
S4268,Male,10,Bachelor,528420,54.52,1,84.45,1,10.25,State,6,3,Late Submission,3.45,21.50
S4269,Male,6,Bachelor,811474,50.83,1,85.98,1,9.17,State,6,3,Bullying,3.25,19.50
S4270,Female,12,Bachelor,476772,49.42,1,85.32,1,11.75,State,2,3,Late Submission,,
S4271,Female,6,Master,414314,53.90,1,84.34,1,8.90,School,4,2,Late Submission,,
S4272,Male,11,Master,758534,48.24,1,86.64,1,6.57,State,4,3,Bullying,2.70,35.00
S4273,Female,7,None,681402,50.16,1,85.76,1,7.00,School,1,1,Other,2.40,26.00
S4274,Male,6,Bachelor,726818,65.28,1,86.64,1,9.71,School,3,3,Cheating,,
S4275,Female,9,High School,982960,52.86,1,84.34,1,9.00,State,3,3,Bullying,3.98,17.17
S4276,Female,9,High School,677879,52.97,1,86.42,1,6.33,State,2,2,Bullying,,
S4277,Male,10,High School,905908,56.56,1,85.87,1,10.33,School,,,,,
S4278,Female,2,Master,973505,47.28,1,86.53,1,9.50,State,1,3,Late Submission,2.75,12.00
S4279,Male,9,None,653418,47.03,1,84.34,1,11.40,State,3,3,Misconduct,4.10,33.00
S4280,Female,9,High School,825643,53.06,1,84.88,1,4.20,State,1,2,Late Submission,2.90,24.33
S4281,Female,8,None,391298,44.23,1,85.87,1,10.83,School,3,3,Bullying,2.70,17.00
S4282,Female,9,Master,279713,42.23,1,84.34,1,7.50,School,2,1,Bullying,4.80,34.00
S4283,Female,12,None,286783,57.79,1,85.43,1,5.10,State,1,1,Late Submission,,
S4284,Male,12,High School,800992,51.64,1,84.01,1,7.60,State,2,1,Cheating,,
S4285,Male,8,High School,125714,54.72,1,84.45,1,8.83,State,2,3,Other,,
S4286,Male,7,Bachelor,915318,49.50,1,84.34,1,6.88,State,1,3,Cheating,3.55,18.00
S4287,Male,4,None,67007,59.42,1,85.76,1,5.80,None,3,3,Misconduct,,
S4288,Female,2,High School,244735,54.17,1,86.53,1,7.29,State,2,3,Bullying,,
S4289,Male,5,Master,174731,43.74,1,84.78,1,6.25,School,3,3,Bullying,2.63,13.00
S4290,Female,11,Master,61081,40.28,1,84.56,1,6.38,None,5,2,Late Submission,,
S4291,Female,7,Bachelor,268573,46.77,1,85.54,1,8.50,State,1,1,Other,2.85,23.00
S4292,Female,10,PhD,551680,48.57,1,84.12,1,8.40,State,2,3,Cheating,3.60,33.00
S4293,Female,1,Master,385158,43.34,1,85.21,1,5.89,State,8,3,Other,3.45,25.50
S4294,Male,5,Master,953007,57.87,1,84.99,1,5.13,State,4,2,Cheating,,
S4295,Male,7,PhD,700360,59.54,1,84.99,1,7.80,State,5,3,Bullying,2.55,23.50
S4296,Female,1,Master,90550,57.72,1,85.32,1,6.25,State,2,2,Cheating,2.70,7.00
S4297,Male,8,Bachelor,620147,54.06,1,86.97,1,3.00,State,5,2,Late Submission,3.03,21.33
S4298,Male,4,None,526773,62.24,1,81.82,1,7.00,School,4,3,Bullying,3.80,22.50
S4299,Female,4,PhD,542075,44.97,1,85.21,1,7.50,State,3,3,Other,4.00,28.00
S4300,Female,5,PhD,864915,51.05,1,84.99,,,,7,3,Cheating,4.70,35.00
S4301,Male,10,Master,149566,40.95,1,86.64,1,7.17,State,3,2,Cheating,3.06,21.20
S4302,Male,10,None,580888,51.77,1,83.57,1,5.57,State,2,3,Misconduct,,
S4303,Male,9,High School,535679,49.77,1,83.46,1,6.20,State,2,2,Bullying,3.80,20.00
S4304,Female,9,None,315503,51.46,1,85.98,1,6.17,State,4,3,Other,,
S4305,Female,3,Master,357641,53.67,1,83.46,1,10.50,School,4,3,Other,4.05,27.50
S4306,Male,5,PhD,397514,52.03,1,85.98,1,7.67,State,6,3,Bullying,2.30,35.00
S4307,Male,11,High School,928050,47.57,1,85.65,1,6.25,State,2,3,Late Submission,,
S4308,Male,8,Master,311140,52.26,1,84.34,1,9.90,State,3,2,Bullying,,
S4309,Female,12,High School,859985,49.85,1,84.23,1,2.50,School,3,3,Bullying,3.90,20.00
S4310,Male,5,High School,284275,51.71,1,86.97,1,4.63,State,1,2,Misconduct,2.20,29.00
S4311,Female,4,Master,897688,54.51,1,83.68,1,9.50,None,4,3,Late Submission,3.25,21.67
S4312,Male,3,High School,188410,49.89,1,84.88,1,6.33,National,3,3,Bullying,4.03,28.00
S4313,Female,8,Bachelor,882923,47.51,1,84.12,1,7.00,None,2,1,Late Submission,2.50,23.00
S4314,Male,12,PhD,991295,55.91,1,83.24,1,4.33,State,6,3,Bullying,4.05,14.50
S4315,Male,7,Master,85165,46.64,1,82.69,1,7.00,State,1,1,Cheating,,
S4316,Female,9,Master,120190,55.29,1,84.78,1,5.75,State,5,3,Cheating,,
S4317,Male,5,Bachelor,547680,50.09,1,84.45,1,5.60,State,1,3,Bullying,,
S4318,Male,3,None,75280,47.24,1,85.10,,,,3,2,Bullying,,
S4319,Male,10,High School,746926,59.72,1,86.31,1,5.60,None,5,2,Late Submission,4.30,32.00
S4320,Female,11,PhD,441451,46.42,1,82.58,1,6.75,School,3,3,Cheating,4.60,19.00
S4321,Female,2,High School,660397,59.55,1,84.12,1,10.90,State,3,3,Late Submission,3.40,8.00
S4322,Male,9,None,293529,52.39,1,86.09,1,8.00,School,1,1,Misconduct,3.50,24.00
S4323,Male,5,High School,832911,54.62,1,85.43,1,9.20,State,4,3,Other,2.60,29.00
S4324,Male,6,None,584979,46.15,1,81.82,1,5.40,State,2,2,Misconduct,3.90,28.00
S4325,Male,9,Bachelor,664017,52.56,1,84.34,1,3.00,None,3,3,Bullying,,
S4326,Female,3,Bachelor,305512,52.36,1,86.64,1,7.00,School,4,3,Late Submission,2.00,26.00
S4327,Male,4,Master,551508,46.81,1,84.78,1,8.00,State,1,1,Other,,
S4328,Male,2,High School,456698,45.61,1,85.32,1,9.50,None,4,3,Cheating,3.90,12.00
S4329,Male,11,High School,949516,58.27,1,83.68,1,7.17,State,2,3,Bullying,2.40,14.00
S4330,Male,8,PhD,126116,43.69,1,84.56,1,8.88,State,2,3,Bullying,,
S4331,Male,11,Master,930563,50.24,1,85.54,1,9.63,School,5,3,Cheating,,
S4332,Male,5,Master,112571,48.46,1,86.31,1,7.83,None,3,3,Bullying,3.25,11.00
S4333,Male,6,Master,79009,54.75,1,84.56,1,7.67,State,4,3,Bullying,,
S4334,Female,7,Master,685894,52.22,1,86.64,1,5.40,State,2,2,Cheating,3.05,15.50
S4335,Male,8,PhD,878865,49.10,1,84.12,1,6.43,State,4,2,Bullying,2.80,14.00
S4336,Male,4,PhD,596579,48.28,1,85.76,1,6.60,State,3,2,Bullying,,
S4337,Female,2,Master,678958,51.38,1,86.42,1,2.50,State,1,2,Other,4.60,30.00
S4338,Female,2,PhD,138963,55.41,1,83.79,1,3.50,State,3,1,Misconduct,2.73,23.67
S4339,Male,6,Bachelor,462370,51.46,1,84.88,1,6.10,State,3,2,Other,3.15,16.00
S4340,Female,11,Bachelor,368239,54.00,1,84.67,1,10.25,School,4,3,Other,3.65,19.50
S4341,Female,8,PhD,561482,53.73,1,84.23,1,3.80,State,4,3,Misconduct,,
S4342,Male,8,Bachelor,145407,49.05,1,84.99,1,7.00,State,4,3,Bullying,3.15,16.25
S4343,Female,9,PhD,696307,47.02,1,85.65,1,9.00,School,4,2,Other,,
S4344,Female,11,Bachelor,334427,52.69,1,85.98,1,5.50,State,4,3,Bullying,2.50,14.00
S4345,Male,6,Bachelor,301044,58.78,1,85.21,1,5.00,State,4,3,Other,,
S4346,Female,5,High School,915846,61.44,1,83.57,1,15.00,State,2,2,Bullying,3.75,18.00
S4347,Female,5,Bachelor,676797,51.76,1,84.67,1,7.14,State,4,3,Misconduct,3.88,12.75
S4348,Male,10,High School,891214,48.86,1,86.53,1,7.67,State,5,3,Bullying,2.85,24.00
S4349,Male,11,Bachelor,797237,45.49,1,84.78,1,1.00,National,1,1,Cheating,3.25,14.50
S4350,Male,8,PhD,595377,57.52,1,85.54,1,3.50,State,4,3,Other,3.80,29.00
S4351,Male,12,Bachelor,719615,50.86,1,83.24,1,9.60,State,2,3,Bullying,,
S4352,Male,10,Bachelor,241971,52.88,1,88.17,,,,1,1,Misconduct,3.10,30.00
S4353,Female,4,Master,557870,52.31,1,86.97,1,5.67,State,10,3,Cheating,2.30,6.00
S4354,Female,9,Bachelor,203448,55.09,1,87.08,1,11.67,State,1,3,Misconduct,,
S4355,Male,5,None,444853,50.74,1,84.78,1,14.00,State,3,1,Cheating,,
S4356,Male,2,High School,901434,53.85,1,84.23,1,10.17,School,1,1,Other,4.50,3.00
S4357,Female,8,PhD,661931,56.54,1,83.57,1,5.40,None,1,1,Late Submission,,
S4358,Female,4,Bachelor,103470,48.59,1,86.53,1,5.83,State,4,3,Misconduct,,
